status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling,year_trend
Least_developed,59.8,289.0,177,1.13,38.55783268,52.0,3511,14.9,270,63.0,4.28,54.0,2.4,11.2,7.6,9
Least_developed,58.5,39.0,186,1.06,30.46451811,47.0,1446,14.5,286,61.0,4.69,5.0,2.8,11.3,7.1,8
Least_developed,57.2,328.0,196,1.22,22.18952246,64.11111111111111,1451,14.2,304,59.0,4.47,46.0,3.3,11.4,6.6,7
Least_developed,56.0,343.0,206,0.99,18.03753133,64.11111111111111,357,13.8,323,56.0,4.2,44.0,3.7,11.5,5.8,6
Least_developed,55.0,354.0,217,0.86,1.5069624819999998,64.1111111111111,73,13.5,342,54.0,4.23,4.0,4.1,11.5,5.4,5
Least_developed,54.0,363.0,228,0.79,10.97201912,64.1111111111111,228,13.2,360,55.0,4.64,37.0,4.4,11.6,5.2,4
Least_developed,53.2,369.0,237,0.8,10.82452594,64.1111111111111,3332,12.9,377,55.0,4.73,35.0,4.6,11.7,4.9,3
Least_developed,52.5,372.0,246,0.85,1.186227577,64.1111111111111,2366,12.6,392,55.0,4.26,32.0,4.9,11.8,4.3,2
Least_developed,51.2,391.0,253,0.88,11.59481766,64.1111111111111,1660,12.3,404,55.0,4.36,3.0,5.0,11.9,3.9,1
Least_developed,61.1,262.0,3,2.1346666666666665,0.0,97.0,71,27.3,5,96.0,5.3086666666666655,97.0,1.7,7.3,8.9,16
Least_developed,68.0,266.0,3,0.01,0.0,96.0,1,26.7,5,97.0,7.34,96.0,1.7,7.5,8.9,15
Least_developed,66.0,266.0,3,0.01,0.0,97.0,0,26.0,5,96.0,6.49,97.0,1.6,7.6,8.9,14
Least_developed,62.0,269.0,3,0.01,0.0,98.0,0,25.4,5,98.0,6.12,98.0,1.4,7.8,8.8,13
Least_developed,59.8,277.0,3,3.41,0.0,96.0,0,24.8,5,95.0,6.24,96.0,1.8,8.0,8.7,12
Least_developed,59.3,284.0,3,3.48,0.0,97.0,2,24.1,6,97.0,5.75,97.0,2.1,8.2,8.8,11
Least_developed,59.0,286.0,3,2.99,0.0,97.0,0,23.5,6,97.0,5.85,98.0,2.7,8.4,8.9,10
Least_developed,58.7,287.0,3,2.79,0.0,98.0,0,22.8,6,96.0,5.95,96.0,3.0,8.6,8.6,9
Least_developed,58.5,288.0,3,2.64,0.0,97.0,0,22.2,6,94.0,5.76,95.0,3.1,8.8,8.4,8
Least_developed,58.2,288.0,3,2.93,0.0,95.0,0,21.5,6,94.0,5.52,95.0,3.0,9.0,8.1,7
Least_developed,57.7,294.0,3,2.26,0.0,95.0,0,2.9,6,94.0,4.97,95.0,3.0,9.2,7.8,6
Least_developed,57.3,296.0,3,2.51,0.0,95.0,0,2.3,6,88.0,4.35,87.0,2.9,9.4,7.6,5
Least_developed,57.0,297.0,3,2.47,0.0,94.0,119,19.7,6,87.0,4.22,87.0,2.7,9.6,7.3,4
Least_developed,56.6,298.0,3,2.08,0.0,92.0,32,19.1,6,86.0,3.75,87.0,2.5,9.8,7.0,3
Least_developed,56.3,3.0,3,2.25,0.0,91.0,99,18.5,6,85.0,3.71,87.0,2.3,1.0,6.8,2
Least_developed,55.9,33.0,3,2.18,0.0,91.0,336,18.0,6,84.0,3.61,8.0,2.0,1.2,6.5,1
Least_developed,59.0,284.0,26,0.16466666666666666,0.0,54.0,243,23.3,40,42.0,4.009333333333333,54.0,0.5,7.3,8.8,16
Least_developed,58.1,299.0,27,0.01,50.57976483,51.0,175,22.7,41,42.0,5.64,51.0,0.5,7.5,8.6,15
Least_developed,58.8,284.0,27,0.01,5.140668848,63.0,53,22.2,41,63.0,5.49,63.0,1.0,7.7,8.5,14
Least_developed,58.4,288.0,28,0.01,4.344930862,62.0,6,21.7,42,63.0,5.39,62.0,1.9,7.8,8.5,13
Least_developed,58.1,29.0,28,0.22,42.2547904,63.0,11,21.2,43,63.0,4.73,63.0,2.0,8.0,8.4,12
Least_developed,57.8,291.0,29,0.2,29.74734049,64.0,45,2.8,44,62.0,4.55,64.0,2.2,8.2,8.3,11
Least_developed,57.3,297.0,29,0.18,24.84763562,57.0,264,2.3,46,6.0,3.85,57.0,2.3,8.4,8.1,10
Least_developed,56.8,33.0,30,0.21,19.68510257,57.0,89,19.8,47,59.0,3.21,6.0,2.3,8.6,7.9,9
Least_developed,56.4,36.0,31,0.19,1.399626733,57.0,3,19.4,48,46.0,3.8,63.0,2.4,8.9,7.6,8
Least_developed,55.6,317.0,31,0.16,10.3839337,58.666666666666664,4,19.0,49,53.0,3.2,57.0,2.6,9.1,7.1,7
Least_developed,54.7,327.0,32,0.21,1.099665984,58.666666666666664,99,18.5,51,59.0,2.82,59.0,2.7,9.3,6.6,6
Least_developed,54.0,334.0,33,0.34,18.93011259,58.66666666666666,10,18.1,53,65.0,3.14,6.0,2.8,9.5,5.1,5
Least_developed,53.3,338.0,34,0.18,2.39524067,58.66666666666666,2497,17.7,55,61.0,3.45,57.0,2.9,9.7,5.9,4
Least_developed,52.9,337.0,35,0.21,21.337818399999996,58.66666666666666,2151,17.3,56,56.0,3.76,53.0,3.0,9.9,5.5,3
Least_developed,52.5,336.0,36,0.17,19.89790929,58.66666666666665,7408,16.9,58,52.0,3.65,5.0,3.0,1.1,5.1,2
Least_developed,52.5,328.0,37,0.17,2.215986136,58.66666666666665,11294,16.6,60,47.0,3.46,46.0,3.0,1.3,4.8,1
Least_developed,58.9,275.0,4,2.2600000000000002,0.0,87.0,153,26.3,6,87.0,5.870666666666668,87.0,3.2,7.1,9.2,16
Least_developed,58.4,282.0,4,0.01,50.06053544,87.0,1,25.6,6,87.0,5.59,87.0,3.4,7.3,9.2,15
Least_developed,58.1,279.0,4,0.01,8.20063742,87.0,0,25.0,6,87.0,6.14,87.0,4.5,7.5,9.1,14
Least_developed,57.6,285.0,4,0.01,0.948526366,87.0,0,24.3,6,87.0,5.96,87.0,5.3,7.7,9.1,13
Least_developed,57.1,289.0,4,3.57,40.45367358,86.0,0,23.7,7,85.0,5.46,86.0,5.7,7.8,9.0,12
Least_developed,56.7,287.0,4,3.21,53.30782696,83.0,26,23.1,7,82.0,6.7,83.0,5.9,8.0,8.9,11
Least_developed,56.3,288.0,4,2.55,47.12969266,8.0,0,22.5,7,78.0,6.81,8.0,6.0,8.3,8.9,10
Least_developed,55.6,297.0,5,2.64,28.30191127,75.0,12,21.9,7,77.0,6.5,77.0,6.0,8.5,8.8,9
Least_developed,55.0,32.0,5,2.98,31.06932595,75.0,1,21.3,7,76.0,6.1,74.0,5.7,8.7,8.8,8
Least_developed,54.4,36.0,5,3.22,21.53374936,75.0,0,2.7,8,74.0,5.87,71.0,5.6,8.9,8.3,7
Least_developed,53.9,37.0,5,3.1,22.09757984,75.0,0,2.1,8,73.0,5.72,68.0,5.4,9.2,8.0,6
Least_developed,53.5,38.0,5,2.58,13.52999556,75.0,3526,19.6,8,69.0,5.41,64.0,5.0,9.4,7.7,5
Least_developed,53.0,38.0,5,2.16,2.527115422,75.0,1158,19.0,8,65.0,5.62,6.0,4.6,9.6,7.4,4
Least_developed,52.8,35.0,5,2.47,24.65761755,75.0,298,18.5,8,61.0,5.84,57.0,4.1,9.8,7.1,3
Least_developed,52.5,32.0,5,2.55,0.868708478,75.0,126,17.9,9,56.0,5.4,53.0,3.6,1.0,6.7,2
Least_developed,52.1,3.0,5,2.84,6.699418747,75.0,0,17.4,9,52.0,4.94,49.0,3.1,1.2,6.4,1
Least_developed,63.5,24.0,14,5.486,0.0,6.0,0,49.9,18,56.0,6.183333333333334,6.0,0.5,3.9,9.1,16
Least_developed,63.1,245.0,14,0.01,5.103249438,48.0,0,48.8,19,55.0,7.56,48.0,0.5,3.9,9.1,15
Least_developed,62.7,253.0,14,5.68,4.989712322,68.0,0,47.7,19,67.0,8.1,68.0,0.5,3.9,9.1,14
Least_developed,62.3,259.0,15,5.68,26.37942542,40.666666666666664,0,46.5,20,67.0,9.88,67.0,0.8,3.9,8.9,13
Least_developed,62.3,259.0,15,5.68,4.106484317,40.666666666666664,0,45.3,20,67.0,1.41,68.0,1.5,4.0,8.7,12
Least_developed,36.3,682.0,23,5.76,36.2929176,40.666666666666664,0,44.2,58,66.0,8.9,66.0,1.9,4.0,8.6,11
Least_developed,62.5,251.0,16,5.85,41.30079452,40.666666666666664,0,43.0,21,65.0,6.68,65.0,2.0,4.1,8.5,10
Least_developed,62.1,259.0,16,5.95,63.83195683,40.666666666666664,0,41.8,22,64.0,5.92,63.0,2.4,4.2,8.4,9
Least_developed,61.8,266.0,17,6.08,56.77858733,40.666666666666664,0,4.7,23,62.0,5.56,63.0,2.7,4.2,8.4,8
Least_developed,61.1,28.0,17,6.18,6.9955563860000005,40.666666666666664,0,39.6,23,61.0,5.7,6.0,3.3,4.3,8.3,7
Least_developed,65.0,29.0,17,5.57,38.10904264,40.66666666666667,0,38.5,24,6.0,4.41,6.0,3.9,4.4,8.2,6
Least_developed,58.7,32.0,18,6.1,64.39853344,40.66666666666667,0,37.5,24,58.0,5.61,55.0,4.3,4.5,8.1,5
Least_developed,59.7,3.0,18,6.64,44.25687135,40.66666666666667,0,36.5,25,56.0,5.32,53.0,4.6,4.5,8.1,4
Least_developed,59.3,33.0,19,6.1,50.28558223,40.66666666666667,0,35.6,26,54.0,5.47,48.0,4.8,4.6,8.0,3
Least_developed,58.9,35.0,19,6.22,60.77815868,40.66666666666667,159,34.8,27,52.0,5.63,45.0,5.0,4.7,7.9,2
Least_developed,58.6,35.0,20,4.79,74.46033036,40.666666666666664,992,34.0,28,5.0,6.6,41.0,5.1,4.8,7.8,1
Least_developed,66.3,198.0,0,0.4406666666666667,0.0,82.0,0,77.6,0,8.0,5.728,78.0,0.1,0.1,11.9,16
Least_developed,66.1,2.0,0,0.01,97.87193319,75.0,0,77.1,0,79.0,1.21,75.0,0.1,0.1,11.9,15
Least_developed,65.8,22.0,0,0.01,137.25919430000002,95.0,0,76.7,0,91.0,1.15,95.0,0.1,0.1,11.9,14
Least_developed,65.7,24.0,0,0.01,147.4549755,94.0,0,76.2,0,92.0,1.37,94.0,0.1,0.1,11.9,13
Least_developed,65.5,26.0,0,0.53,30.46703899,95.0,0,75.7,0,95.0,1.42,99.0,0.1,0.1,11.9,12
Least_developed,65.3,27.0,0,0.48,18.21661422,91.0,0,75.2,0,95.0,1.52,91.0,0.1,0.1,11.9,11
Least_developed,65.2,28.0,0,0.54,162.2903711,86.0,0,74.6,0,84.0,12.24,86.0,0.1,0.1,11.9,10
Least_developed,65.1,21.0,0,0.46,167.6201552,83.0,0,74.1,0,74.0,12.23,82.0,0.1,0.2,11.6,9
Least_developed,65.0,211.0,0,0.68,188.7108773,96.0,0,73.4,0,93.0,13.66,94.0,0.1,0.2,11.8,8
Least_developed,65.0,212.0,0,0.76,18.19457876,88.0,0,72.8,0,86.0,1.93,86.0,0.1,0.2,12.1,7
Least_developed,64.9,213.0,0,0.6,111.73921340000001,5.0,0,72.1,0,74.0,1.6,79.0,0.1,0.2,12.2,6
Least_developed,64.8,214.0,0,0.48,10.6242741,67.0,0,71.4,0,61.0,1.39,62.0,0.1,0.2,12.4,5
Least_developed,64.7,215.0,0,0.5,1.76541345,73.0,0,7.6,0,79.0,9.98,7.0,0.1,0.2,11.6,4
Least_developed,64.6,217.0,0,0.49,70.75572222,79.0,0,69.7,0,96.0,9.1,77.0,0.1,0.2,11.7,3
Least_developed,64.3,219.0,0,0.6,59.97185848,85.0,0,68.8,0,88.0,9.0,85.0,0.1,0.2,10.4,2
Least_developed,64.1,222.0,0,0.46,11.07543331,9.0,0,67.9,0,9.0,8.12,9.0,0.1,0.2,10.0,1
Least_developed,53.7,484.0,4,2.0866666666666664,0.0,93.0,0,32.6,6,9.0,7.607333333333333,93.0,9.3,5.5,10.7,16
Least_developed,52.1,522.0,4,0.01,162.1278115,93.0,0,32.0,6,9.0,1.62,93.0,9.4,5.8,10.8,15
Least_developed,52.1,518.0,4,0.01,153.34431469999998,93.0,516,31.4,6,9.0,11.7,93.0,9.6,6.1,11.1,14
Least_developed,52.2,513.0,4,0.01,168.13489919999998,95.0,179,3.8,6,93.0,11.14,95.0,9.0,6.4,11.0,13
Least_developed,52.3,52.0,4,2.39,195.825251,96.0,172,3.2,6,95.0,11.79,96.0,10.5,6.8,11.0,12
Least_developed,51.1,527.0,4,2.71,154.8705998,93.0,2488,29.7,6,92.0,1.87,93.0,13.4,7.2,10.9,11
Least_developed,49.4,566.0,4,2.75,104.31447320000001,91.0,0,29.2,6,89.0,9.8,91.0,18.2,7.6,10.8,10
Least_developed,47.8,592.0,5,2.75,91.85432774,88.0,0,28.8,6,86.0,8.85,88.0,27.3,8.0,10.7,9
Least_developed,46.2,633.0,4,2.69,9.18432717,9.0,2,28.3,6,87.0,8.47,88.0,30.0,8.4,10.6,8
Least_developed,45.3,654.0,5,2.61,71.15577609,91.0,1,27.9,6,88.0,7.12,89.0,34.1,8.8,10.7,7
Least_developed,44.5,675.0,5,2.67,57.90369752,87.0,0,27.4,6,88.0,6.3,89.0,34.8,9.3,10.7,6
Least_developed,44.8,666.0,5,1.8,67.91361818,6.0,31,26.9,7,89.0,6.96,9.0,34.6,9.7,10.7,5
Least_developed,45.5,648.0,5,1.99,5.3009020410000005,17.0,1,26.4,7,9.0,7.13,9.0,33.8,1.2,10.5,4
Least_developed,46.4,622.0,5,2.95,3.53457351,73.23076923076923,0,25.9,7,84.0,6.91,84.0,32.5,1.6,10.4,3
Least_developed,47.8,586.0,5,2.86,38.57187011,73.23076923076924,217,25.4,7,78.0,7.53,78.0,31.2,11.1,10.3,2
Least_developed,49.3,543.0,5,3.1,29.86616464,73.23076923076924,660,24.9,7,82.0,6.92,83.0,29.8,11.5,9.6,1
Least_developed,61.4,259.0,8,3.2580000000000005,0.0,52.0,1060,27.3,11,52.0,6.843999999999999,52.0,0.9,6.5,9.9,16
Least_developed,58.1,329.0,8,0.01,54.37396957,5.0,34,26.7,11,49.0,1.4,5.0,0.9,6.7,9.9,15
Least_developed,61.1,258.0,9,0.01,45.04892458,76.0,0,26.1,11,75.0,9.25,76.0,1.1,6.8,9.8,14
Least_developed,67.0,261.0,9,0.01,48.09891474,8.0,43,25.6,12,8.0,1.19,8.0,1.2,7.0,9.6,13
Least_developed,62.0,266.0,9,3.72,60.44658161,77.0,279,25.0,12,77.0,11.23,77.0,1.5,7.2,9.5,12
Least_developed,59.7,272.0,9,3.64,41.91052416,47.0,2200,24.5,13,71.0,11.87,7.0,1.8,7.4,9.6,11
Least_developed,59.2,277.0,10,3.75,5.592170255,64.0,6,24.0,13,84.0,14.39,81.0,2.1,7.6,9.7,10
Least_developed,58.6,281.0,10,3.88,40.03344077,64.0,1,23.4,14,79.0,11.83,75.0,2.4,7.7,9.8,9
Least_developed,57.9,286.0,10,4.03,3.6868992869999997,49.125,1,22.9,14,67.0,1.24,65.0,2.8,7.9,9.9,8
Least_developed,56.7,32.0,11,4.05,15.79934152,49.125,20,22.4,15,66.0,1.9,6.0,3.0,8.1,10.0,7
Least_developed,55.3,316.0,12,4.19,22.39648813,49.125,8,22.0,16,66.0,8.4,6.0,3.1,8.3,10.1,6
Least_developed,54.0,329.0,12,4.24,17.85870796,49.125,4,21.5,17,47.0,8.77,31.0,3.2,8.5,10.2,5
Least_developed,50.0,42.0,13,4.21,9.758449266,49.125,142,21.1,18,49.0,3.44,35.0,3.2,8.7,10.3,4
Least_developed,56.0,371.0,13,4.27,10.424369,49.125,131,2.7,19,51.0,5.43,39.0,3.1,8.8,10.4,3
Least_developed,51.5,333.0,14,4.4,16.72142854,49.125,1379,2.4,20,54.0,6.41,42.0,3.1,9.0,10.5,2
Least_developed,51.9,39.0,14,4.46,12.19709744,49.125,5977,2.2,20,56.0,5.91,46.0,3.1,9.2,8.7,1
Least_developed,65.5,22.0,28,0.8200000000000001,0.0,69.0,3,2.5,38,71.0,4.710666666666667,69.0,0.3,7.1,10.3,16
Least_developed,65.1,225.0,29,0.01,5.339065673,73.0,3,2.0,39,73.0,3.4,73.0,0.3,7.2,10.3,15
Least_developed,64.7,23.0,29,0.87,79.50882493,74.0,6,19.5,40,73.0,4.15,74.0,0.4,7.3,10.3,14
Least_developed,64.3,235.0,30,0.87,59.97914461,7.0,2,19.0,42,71.0,3.46,7.0,0.4,7.4,10.2,13
Least_developed,63.8,241.0,31,0.97,78.79967196,73.0,0,18.5,43,73.0,4.24,73.0,0.4,7.5,10.2,12
Least_developed,63.3,248.0,32,1.03,76.60442169,7.0,1,18.0,45,7.0,4.86,7.0,0.5,7.6,10.2,11
Least_developed,62.8,254.0,33,0.91,71.16601203,77.0,0,17.6,47,76.0,4.7,77.0,0.5,7.7,9.7,10
Least_developed,62.3,259.0,34,0.68,6.448762615,77.0,3,17.1,49,77.0,4.5,77.0,0.5,7.8,9.4,9
Least_developed,61.9,261.0,35,0.71,55.43034455,84.0,0,16.7,51,83.0,4.98,84.0,0.6,7.9,9.1,8
Least_developed,61.4,263.0,36,0.68,38.41870375,82.0,2,16.3,54,83.0,5.11,85.0,0.6,8.0,9.0,7
Least_developed,69.0,265.0,37,0.72,33.74786198,81.0,0,15.8,56,8.0,5.3,85.0,0.6,8.1,8.9,6
Least_developed,64.0,267.0,38,0.81,23.72796328,71.0,35558,15.4,58,74.0,4.89,78.0,0.6,8.2,8.7,5
Least_developed,59.9,268.0,40,0.93,37.12894787,61.0,62233,15.0,60,65.0,4.81,66.0,0.7,8.3,8.5,4
Least_developed,59.3,271.0,41,0.9,47.5262138,51.0,10795,14.7,63,61.0,5.29,62.0,0.7,8.5,8.3,3
Least_developed,58.7,276.0,42,1.05,42.56331585,63.357142857142854,9357,14.3,65,6.0,5.17,6.0,0.7,8.6,8.2,2
Least_developed,57.9,283.0,44,1.16,35.66125056,63.35714285714286,35256,13.9,68,58.0,5.8,57.0,0.6,8.7,8.0,1
Least_developed,58.3,365.0,26,0.9193333333333331,0.0,88.0,0,19.6,38,88.0,6.658666666666666,88.0,4.8,6.4,10.8,16
Least_developed,57.6,377.0,27,0.01,59.48744893,91.0,3,19.2,40,87.0,11.38,91.0,5.1,6.5,10.7,15
Least_developed,56.7,394.0,29,0.01,55.83107625,89.0,1,18.8,42,89.0,1.96,89.0,6.3,6.5,10.7,14
Least_developed,55.3,42.0,31,0.01,82.76865922,96.0,11,18.4,46,95.0,12.6,96.0,8.3,6.6,10.7,13
Least_developed,54.1,441.0,32,1.23,13.77617463,97.0,26,18.0,50,97.0,11.67,97.0,11.2,6.7,10.6,12
Least_developed,52.9,462.0,35,1.08,9.728005297000001,93.0,118712,17.6,54,86.0,1.5,93.0,13.7,6.8,10.2,11
Least_developed,51.5,491.0,36,1.16,7.915071247999999,93.0,21,17.3,56,93.0,1.18,93.0,14.9,6.9,9.9,10
Least_developed,50.0,525.0,36,1.27,74.34482999,91.0,20,16.9,58,92.0,1.7,91.0,16.9,7.0,9.6,9
Least_developed,48.5,559.0,37,1.18,4.269511381,87.0,143,16.6,59,88.0,9.31,87.0,19.3,7.1,9.7,8
Least_developed,47.1,587.0,38,1.18,6.847033785,99.0,1,16.2,61,99.0,8.99,99.0,21.1,7.3,9.6,7
Least_developed,46.0,66.0,39,1.04,5.670640102,93.0,184,15.9,62,94.0,8.2,93.0,22.4,7.4,9.7,6
Least_developed,45.1,615.0,40,1.11,58.13583343,89.0,1116,15.5,65,94.0,7.82,89.0,23.4,7.5,10.0,5
Least_developed,44.6,613.0,43,1.08,4.3753160939999995,84.0,167,15.2,70,85.0,6.35,84.0,24.2,7.6,10.3,4
Least_developed,44.0,67.0,46,1.1,3.885394742,64.0,92,14.8,75,79.0,4.82,64.0,24.7,7.7,10.4,3
Least_developed,43.5,599.0,48,1.15,12.79760626,89.57142857142857,150,14.4,80,86.0,5.7,9.0,25.1,7.9,10.1,2
Least_developed,43.1,588.0,51,1.18,13.76270195,89.57142857142858,304,14.1,84,73.0,6.7,75.0,25.5,8.0,10.7,1
Least_developed,58.2,266.0,52,0.438,0.0,64.0,215,23.8,84,66.0,6.522666666666667,64.0,1.5,7.7,8.4,16
Least_developed,57.8,272.0,52,0.01,46.56231672,73.0,290,23.2,85,74.0,6.86,73.0,1.6,7.9,8.2,15
Least_developed,57.3,275.0,53,0.01,36.86104319,69.0,221,22.5,86,7.0,6.58,69.0,1.6,8.1,8.0,14
Least_developed,57.2,27.0,53,0.01,96.5465827,66.0,341,21.9,88,72.0,6.47,66.0,1.5,8.3,7.7,13
Least_developed,56.8,271.0,54,0.61,101.81139959999999,66.0,24,21.3,90,72.0,6.59,66.0,1.5,8.5,7.5,12
Least_developed,56.5,273.0,54,0.6,9.585584394,72.0,1719,2.7,91,77.0,6.35,73.0,1.5,8.8,7.3,11
Least_developed,56.0,276.0,55,0.59,84.63438925,71.0,2939,2.2,93,77.0,6.85,73.0,1.6,9.0,7.1,10
Least_developed,55.5,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,9.2,5.8,9
Least_developed,55.0,282.0,56,0.55,81.84050069999999,74.0,2,19.0,96,76.0,6.97,74.0,1.7,9.4,6.4,8
Least_developed,54.3,288.0,57,0.53,67.70920683,9.0,128,18.5,98,79.0,6.56,78.0,1.8,9.7,6.1,7
Least_developed,53.6,29.0,57,0.55,60.21211141,83.0,33,18.0,101,78.0,6.34,77.0,1.9,9.9,5.8,6
Least_developed,52.8,296.0,58,0.49,57.11644801,73.0,172,17.5,103,7.0,6.28,69.0,2.0,1.1,5.5,5
Least_developed,52.0,299.0,59,0.54,6.6604517770000005,79.0,232,17.0,106,67.0,6.25,63.0,2.2,1.3,5.2,4
Least_developed,51.2,31.0,60,0.53,3.67646576,67.15384615384616,717,16.5,108,65.0,6.32,61.0,2.3,1.5,4.9,3
Least_developed,55.0,34.0,60,0.51,4.395885717,67.15384615384616,4464,16.1,110,56.0,6.39,49.0,2.4,1.8,4.6,2
Least_developed,49.8,37.0,60,0.47,23.94507124,67.15384615384616,1578,15.6,111,53.0,6.29,43.0,2.5,11.0,4.4,1
Least_developed,63.1,25.0,8,0.013333333333333334,0.0,73.0,1,3.8,12,67.0,3.935333333333334,73.0,0.9,7.8,8.5,16
Least_developed,63.0,26.0,8,0.01,80.92679802,84.0,14,3.1,12,84.0,3.77,84.0,0.9,8.0,8.5,15
Least_developed,62.7,28.0,8,0.01,8.88028118,8.0,62,29.4,12,8.0,3.63,8.0,1.1,8.1,8.2,14
Least_developed,62.5,29.0,8,0.01,62.48419552,8.0,35,28.8,12,8.0,3.36,8.0,1.2,8.3,7.8,13
Least_developed,62.2,212.0,8,0.01,79.27658464,75.0,234,28.1,12,73.0,2.87,75.0,1.2,8.5,7.7,12
Least_developed,62.0,214.0,8,0.01,8.353074798,64.0,1292,27.4,12,52.0,3.28,64.0,1.2,8.7,7.6,11
Least_developed,61.7,215.0,8,0.01,11.14504291,64.0,322,26.8,12,63.0,3.79,64.0,1.2,8.9,7.1,10
Least_developed,61.4,217.0,8,0.02,61.76263795,74.0,4,26.1,12,73.0,3.23,74.0,1.3,9.2,7.2,9
Least_developed,61.2,219.0,8,0.02,7.35400072,74.0,11,25.5,12,75.0,3.54,75.0,1.3,9.4,7.4,8
Least_developed,69.0,221.0,8,0.01,55.79836969,68.0,22,24.8,12,68.0,3.21,68.0,1.3,9.6,7.2,7
Least_developed,66.0,223.0,8,0.01,55.12187071,42.0,127,24.2,12,71.0,4.21,71.0,1.3,9.8,7.2,6
Least_developed,64.0,224.0,8,0.01,5.00378288,57.63636363636363,5039,23.6,12,68.0,4.7,7.0,1.3,1.0,6.7,5
Least_developed,63.0,226.0,8,0.01,29.65370899,57.63636363636363,3611,22.9,12,75.0,4.53,76.0,1.3,1.3,6.6,4
Least_developed,62.0,228.0,7,0.02,4.113190741,57.63636363636363,883,22.3,12,91.0,5.31,89.0,1.2,1.5,6.5,3
Least_developed,61.0,229.0,7,0.01,28.782245,57.63636363636363,1398,21.7,12,75.0,4.34,75.0,1.2,1.7,6.5,2
Least_developed,60.0,23.0,7,0.03,8.594570232,57.63636363636363,0,21.1,11,58.0,5.26,51.0,1.1,1.9,6.4,1
Least_developed,57.6,355.0,60,1.2660000000000002,0.0,8.0,79,22.6,81,8.0,5.972666666666666,8.0,3.9,3.6,9.1,16
Least_developed,56.7,375.0,61,0.01,54.91159475,79.0,9,22.2,84,79.0,6.98,79.0,4.1,3.6,9.1,15
Least_developed,55.3,46.0,62,1.16,5.813338496,78.0,8,21.8,87,78.0,5.9,78.0,5.1,3.6,9.1,14
Least_developed,54.8,48.0,64,1.19,49.90987221,76.0,145,21.3,90,73.0,5.58,76.0,6.9,3.6,9.2,13
Least_developed,54.3,47.0,66,0.94,40.80617976,76.0,177,2.9,94,73.0,6.23,76.0,9.6,3.7,9.5,12
Least_developed,54.0,47.0,69,0.96,5.743393664,74.0,2321,2.5,98,73.0,5.38,74.0,10.8,3.7,9.3,11
Least_developed,53.8,4.0,70,1.18,39.75216936,74.0,60,2.1,101,74.0,5.43,74.0,11.3,3.7,9.2,10
Least_developed,53.2,45.0,72,1.48,0.796915785,75.0,4,19.7,104,74.0,4.91,75.0,12.6,3.7,8.8,9
Least_developed,52.1,425.0,74,1.03,53.9502789,75.0,267,19.3,108,75.0,5.25,75.0,14.1,3.8,8.2,8
Least_developed,51.2,434.0,78,1.2,58.59644487,75.0,183,18.9,113,73.0,6.51,78.0,16.3,3.8,7.9,7
Least_developed,58.0,434.0,80,1.23,67.33378735,75.0,12598,18.5,117,71.0,6.87,8.0,16.2,3.9,7.3,6
Least_developed,54.0,429.0,82,1.54,46.58195631,76.0,9396,18.1,120,69.0,5.91,83.0,15.9,3.9,7.0,5
Least_developed,51.0,424.0,85,1.68,42.52689559,76.0,28898,17.7,124,67.0,6.39,85.0,15.3,4.0,6.7,4
Least_developed,49.8,416.0,87,2.16,40.82597077,76.0,7155,17.3,127,76.0,6.45,76.0,14.5,4.0,6.2,3
Least_developed,49.5,48.0,90,2.09,37.82511936,25.0,7085,16.9,132,72.0,5.64,73.0,13.4,4.1,5.8,2
Least_developed,49.0,43.0,93,1.14,47.17250718,67.86666666666666,7375,16.5,136,69.0,6.16,7.0,12.2,4.2,5.4,1
